rot_per_s
0.000000
0.000000
0.000000
0.000000
1.562500
1.562500
1.562500
1.562500
9.375000
9.375000
9.375000
9.375000
6.250000
6.250000
6.250000
6.250000
6.250000
6.250000
6.250000
6.250000
4.687500
4.687500
4.687500
4.687500
12.500000
12.500000
12.500000
12.500000
23.437500
23.437500
23.437500
23.437500
25.000000
25.000000
25.000000
25.000000
29.687500
29.687500
29.687500
29.687500
29.687500
29.687500
29.687500
29.687500
34.375000
34.375000
34.375000
34.375000
37.500000
37.500000
37.500000
37.500000
39.062500
39.062500
39.062500
39.062500
42.187500
42.187500
42.187500
42.187500
42.187500
42.187500
42.187500
42.187500
42.187500
42.187500
42.187500
42.187500
43.750000
43.750000
43.750000
43.750000
43.750000
43.750000
43.750000
43.750000
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
46.875000
46.875000
46.875000
46.875000
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
45.312500
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
45.312500
45.312500
45.312500
45.312500
46.875000
46.875000
46.875000
46.875000
48.437500
48.437500
48.437500
48.437500
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
46.875000
48.437500
48.437500
48.437500
48.437500
48.437500
48.437500
48.437500
48.437500
50.000000
50.000000
50.000000
50.000000
57.812500
57.812500
57.812500
57.812500
67.187500
67.187500
67.187500
67.187500
67.187500
67.187500
67.187500
67.187500
70.312500
70.312500
70.312500
70.312500
71.875000
71.875000
71.875000
71.875000
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
73.437500
73.437500
73.437500
73.437500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
70.312500
70.312500
70.312500
70.312500
71.875000
71.875000
71.875000
71.875000
73.437500
73.437500
73.437500
73.437500
70.312500
70.312500
70.312500
70.312500
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
68.750000
68.750000
68.750000
68.750000
71.875000
71.875000
71.875000
71.875000
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
71.875000
71.875000
71.875000
71.875000
70.312500
70.312500
70.312500
70.312500
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
71.875000
68.750000
68.750000
68.750000
68.750000
65.625000
65.625000
65.625000
65.625000
67.187500
67.187500
67.187500
67.187500
64.062500
64.062500
64.062500
64.062500
65.625000
65.625000
65.625000
65.625000
64.062500
64.062500
64.062500
64.062500
62.500000
62.500000
62.500000
62.500000
60.937500
60.937500
60.937500
60.937500
54.687500
54.687500
54.687500
54.687500
53.125000
53.125000
53.125000
53.125000
51.562500
51.562500
51.562500
51.562500
48.437500
48.437500
48.437500
48.437500
46.875000
46.875000
46.875000
46.875000
42.187500
42.187500
42.187500
42.187500
40.625000
40.625000
40.625000
40.625000
37.500000
37.500000
37.500000
37.500000
35.937500
35.937500
35.937500
35.937500
35.937500
35.937500
35.937500
35.937500
34.375000
34.375000
34.375000
34.375000
32.812500
32.812500
32.812500
32.812500
35.937500
35.937500
35.937500
35.937500
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
34.375000
34.375000
34.375000
34.375000
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
35.937500
35.937500
35.937500
35.937500
35.937500
35.937500
35.937500
35.937500
40.625000
40.625000
40.625000
40.625000
42.187500
42.187500
42.187500
42.187500
43.750000
43.750000
43.750000
43.750000
48.437500
48.437500
48.437500
48.437500
48.437500
48.437500
48.437500
48.437500
51.562500
51.562500
51.562500
51.562500
53.125000
53.125000
53.125000
53.125000
54.687500
54.687500
54.687500
54.687500
54.687500
54.687500
54.687500
54.687500
59.375000
59.375000
59.375000
59.375000
62.500000
62.500000
62.500000
62.500000
67.187500
67.187500
67.187500
67.187500
68.750000
68.750000
68.750000
68.750000
70.312500
70.312500
70.312500
70.312500
68.750000
68.750000
68.750000
68.750000
71.875000
71.875000
71.875000
71.875000
68.750000
68.750000
68.750000
68.750000
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
67.187500
67.187500
67.187500
67.187500
70.312500
70.312500
70.312500
70.312500
68.750000
68.750000
68.750000
68.750000
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
68.750000
68.750000
68.750000
68.750000
71.875000
71.875000
71.875000
71.875000
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
71.875000
71.875000
71.875000
71.875000
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
70.312500
71.875000
71.875000
71.875000
71.875000
70.312500
70.312500
70.312500
70.312500
68.750000
68.750000
68.750000
68.750000
64.062500
64.062500
64.062500
64.062500
65.625000
65.625000
65.625000
65.625000
62.500000
62.500000
62.500000
62.500000
64.062500
64.062500
64.062500
64.062500
64.062500
64.062500
64.062500
64.062500
60.937500
60.937500
60.937500
60.937500
62.500000
62.500000
62.500000
62.500000
59.375000
59.375000
59.375000
59.375000
56.250000
56.250000
56.250000
56.250000
51.562500
51.562500
51.562500
51.562500
50.000000
50.000000
50.000000
50.000000
45.312500
45.312500
45.312500
45.312500
42.187500
42.187500
42.187500
42.187500
39.062500
39.062500
39.062500
39.062500
37.500000
37.500000
37.500000
37.500000
37.500000
37.500000
37.500000
37.500000
34.375000
34.375000
34.375000
34.375000
35.937500
35.937500
35.937500
35.937500
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
32.812500
32.812500
32.812500
32.812500
34.375000
34.375000
34.375000
34.375000
32.812500
32.812500
32.812500
32.812500
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
34.375000
34.375000
34.375000
34.375000
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
32.812500
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
32.812500
32.812500
32.812500
32.812500
34.375000
34.375000
34.375000
34.375000
32.812500
32.812500
32.812500
32.812500
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
34.375000
